id,text,stamp,speaker
239, Vous avez perdu 14 500 industriels. Je suis absolument scandalisée par la manière dont vous avez fait passer tout ça.,2022-04-20T20:50:29.810325Z, M.Le Pen
240, Vous reviendriez sur ces mesures?,2022-04-20T20:50:42.303459Z, E.Macron
241," Je ferais une grande conférence sociale à l'automne avec les syndicats pour parler enfin avec eux. Ils ont eu le sentiment d'être totalement méprisés, comme tous les corps intermédiaires.",2022-04-20T20:50:49.468321Z, M.Le Pen
242," Si on a sauvé des emplois industriels, c'est parce qu'avec tous les partenaires sociaux...",2022-04-20T20:51:00.042984Z, E.Macron
243," Les ordonnances travail, ils les ont mal prises. Ils ont mal pris la réforme de l'indemnisation du chômage, qui a touché les plus pauvres. Là encore, ça a entraîné une baisse d'indemnisations... Taper sur les pauvres, ça permet l'attractivité?",2022-04-20T20:51:06.120825Z, M.Le Pen
244," Vous avez raison de ne pas avoir la même vision que moi. Quand on crée 1,2 million d'emplois, on lutte véritablement contre la pauvreté. C'est ça, la réalité du terrain.",2022-04-20T20:51:29.469217Z, E.Macron
245," L'école, c'est important.",2022-04-20T20:51:39.196938Z, L.Salamé
246, Ne convoquez pas ici les partenaires sociaux. Ils ont tous dit il y a quelques jours qu'ils ne voulaient pas travailler avec vous. C'est parce que j'ai réuni les partenaires sociaux que pendant la crise covid...,2022-04-20T20:51:41.165122Z, E.Macron
247, Ils ne vont pas être très contents que vous les appeliez...,2022-04-20T20:52:01.462626Z, M.Le Pen
248, Le système de chômage partiel a protégé nos emplois.,2022-04-20T20:52:04.496962Z, E.Macron
249," E.Macron et M.Le Pen, si nous étions maîtres d'école, nous vous dirions que vous êtes hors sujet. C'est très important. Comment éviter le décrochage unanimement constaté de nos élèves en France?",2022-04-20T20:52:10.345831Z, G.Bouleau
250," D'abord, on a commencé à le faire. L'investissement qui a été fait en CP et CE1, qui ne sont pas pris en compte encore dans les tests Pisa qui ne sont faits qu'au collège, a permis, pour les enfants de la République qui sont les plus en difficulté, de rattraper... On a fait des classes plus petites avec 12 élèves par classe. Je veux continuer à investir sur notre école, les fondamentaux, en remettant les mathématiques jusqu'au baccalauréat. C'est là où je veux changer la réforme que nous avons faite. Je veux mettre la demi-heure de sport quotidienne. Le sport à l'école est un point fondamental pour l'apprentissage. Il faut développer l'éducation artistique et culturelle. C'est un projet décisif pour l'école. Il faut mettre les moyens sur les classes de 6e et de 2de, qui sont les classes charnières où les décrochages se font. Il faut permettre de dédoubler partout où c'est nécessaire. Ensuite, il faut améliorer l'orientation dès la 5e en permettant quoi? Ne pas mettre les gens dans une filière, pas du tout, mais en permettant au collège d'avoir accès à des métiers à l'extérieur, d'être ouvert au reste du monde, pour comprendre ce vers quoi ils veulent aller, aider à l'orientation. C'est l'un des drames de notre jeunesse, aujourd'hui. Je veux mener une grande réforme du lycée professionnel. 1/3 de nos lycéens sont en lycée professionnel. Les stagiaires ne sont pas payés. Je veux pouvoir m'inspirer du vrai succès de ce quinquennat en la matière, celui de l'apprentissage. Quand j'ai été élu, il y avait moins de 300 000 apprentis chaque année. Il y en a plus de 710 000 aujourd'hui. Nous avons fait une réforme avec les branches professionnelles. Je veux réformer les lycées professionnels et aller vers une réforme de l'université en ouvrant des filières avec des débouchés plus clairs, en continuant d'aider nos étudiants, études gratuites... On va continuer ce qu'on a fait sur la baisse des mutuelles et de la Sécurité sociale étudiante. Il faut mieux accompagner sur le logement. Je prends sur mon temps de parole, mais je l'assume. Je veux une méthode profondément différente. Sur la santé comme sur l'école, je veux de grands objectifs fixés nationalement. On déclinera ensuite localement les voies et moyens d'y arriver. On ira au bout de la revalorisation commencée par les professeurs. On va tous les revaloriser. On revalorisera substantiellement ceux qui vont vers les méthodes les plus innovantes, en permettant plus de liberté sur le terrain.",2022-04-20T20:52:25.496676Z, E.Macron
251," Vous avez anticipé notre question sur l'augmentation des professeurs. M.Le Pen, comment faire pour revenir parmi les 1ers dans les classements internationaux, pour arrêter ce décrochage de nos élèves? Ensuite, vous pourrez dire si vous augmenterez ou pas les enseignants si vous êtes élue.",2022-04-20T20:55:13.798659Z, L.Salamé
252," La jeunesse française a tellement souffert, tellement souffert, dans les 2 dernières années et demie. Privés de liens sociaux, privés de leur famille, bien souvent, privés de leurs petits boulots donc jetés développement des problèmes psychologiques pour certains lourds parce qu'ils ont très mal vécu, évidemment, la crise sanitaire. C'était une évidence pour moi qu'il fallait que je fasse de la jeunesse la priorité de mon quinquennat, si les Français C'est la raison pour laquelle j'ai construit autour de la jeunesse énormément d'aides, de mesures, notamment autour de la valeur travail. Je veux revaloriser les filières professionnelles, l'alternance, l'apprentissage. Avec monsieur Macron, c'est toujours provisoire, Moi, ce sera pérenne. Vous aviez fait quelque chose de positif.",2022-04-20T20:55:39.712651Z, M.Le Pen
253, La réforme de l'apprentissage est pérenne.,2022-04-20T20:56:44.824433Z, E.Macron
254," Ce que je veux, c'est aussi augmenter les revenus de ces apprentis et de ces alternants. Ils auront 200 à 300 euros par mois en fonction de leur âge. C'est la 1re chose. Deuxièmement, je souhaite que les étudiants qui travaillent Il faut qu'ils aient un complément de salaire. Ceux qui travaillent sont courageux. Faire des études et travailler, ce n'est pas facile. 20 % de leur salaire jusqu'à 200 euros, 30 % jusqu'à 300 euros, pour les boursiers, je trouve que c'est extrêmement important. Je souhaite aussi qu'ils puissent voyager, trouver un emploi. Je suis pour la gratuité aux heures creuses des trains, même des grandes lignes, pour les 18-25 ans. Ce qui a été terrible, pendant cette crise sanitaire, c'est qu'ils ont eu des diplômes dévalorisés. De manière générale, les diplômes sont dévalorisés, parce que, d'abord, le baccalauréat est dévalorisé. Je veux refaire du baccalauréat un examen où on ne détermine pas à l'avance si on va le donner à 95 % ou 98 % de la classe d'âge. Ca ne rend pas service à nos jeunes. Deuxièmement, je souhaite le retour de filières littéraires, scientifiques et économiques. Je souhaite bien entendu faire un effort tout particulier sur les savoirs fondamentaux en primaire. C'est effectivement là que tout se joue. Je voudrais aborder un sujet que monsieur Macron n'a pas abordé: la sécurité à l'école, la discipline et le respect des professeurs. est une réforme qui consiste à payer les professeurs en fonction des résultats de leurs élèves. Je ne sais pas si c'est McKinsey qui a proposé ça.",2022-04-20T20:56:49.470756Z, M.Le Pen
255," Je l'attendais! Vous avez mis du temps, madame Le Pen.",2022-04-20T20:58:33.478364Z, E.Macron
256," Ca peut être eux, franchement. C'est profondément injuste. Selon l'endroit où les professeurs professent, où ils enseignent, les niveaux des élèves ne sont pas toujours les mêmes.",2022-04-20T20:58:35.870807Z, M.Le Pen
257, J'ai accordé une prime de 4000 euros à tous les professeurs qui sont en REP+.,2022-04-20T20:58:52.086370Z, E.Macron
258, Vous voulez les payer en fonction de ce qu'ils Je souhaite les revaloriser 2 à 3 % par an.,2022-04-20T20:59:08.043056Z, M.Le Pen
259, En les faisant travailler une demi-journée de plus.,2022-04-20T20:59:15.415563Z, E.Macron
260," Ils seront payés en plus pour cette demi-journée, le mercredi matin.",2022-04-20T20:59:21.477056Z, M.Le Pen
261, Vous n'avez pas budgété non plus cette demi-journée,2022-04-20T20:59:24.289484Z, E.Macron
262," Si. Ca permettra d'avoir des élèves qui arrivent en 6e en maîtrisant la langue française. 20 % des élèves ne maîtrisent pas les savoirs fondamentaux. C'est évidemment catastrophique. Vous n'avez pas parlé de la sécurité à l'école. Aujourd'hui, il y a des classes entières qui sont persécutées, avec leur professeur d'ailleurs, par quelques individus qu'on laisse nuire à l'ensemble de la classe. On les laisse gâcher l'avenir de certains élèves qui n'arrivent pas à travailler parce que la transmission du savoir se fait dans la tranquillité, dans la paix, dans le respect du professeur. Je pense qu'il faut être beaucoup plus sévère. Il faut arrêter de mettre la poussière sous le tapis, arrêter d'être dans le ""pas de vague"" dont certains professeurs se sont plaints. On ne prend plus de décision. Le conseil de discipline n'ose plus prendre de sanctions d'exclusion, y compris d'exclusion définitive, quitte à ouvrir des internats spécifiques à ces enfants qui ont des problèmes de délinquance, de comportement, Je crois beaucoup en l'école, en l'assimilation républicaine. Le rôle de l'école comme creuset républicain est fondamental. C'est tout cela aussi qu'il faut sauver, tout cela qui est en train de disparaître.",2022-04-20T20:59:29.473241Z, M.Le Pen
263, Votre réponse à M.Le Pen sur la valeur de l'école...,2022-04-20T21:01:07.887648Z, G.Bouleau
264, La revalorisation des enseignants a commencé sous ce quinquennat. Je veux la poursuivre dès le début de mon autre quinquennat. Je veux une revalorisation d'environ 10 % de leur salaire. Il n'y aura aucun démarrage de carrière sous les 2000 euros. Ca ne sera conditionné à rien du tout.,2022-04-20T21:01:13.476894Z, E.Macron
265, Vous l'aviez déjà promis en 2017.,2022-04-20T21:01:37.475031Z, M.Le Pen
266," Vos 3 % ne permettront pas d'y arriver. Moi, c'est sans la demi-journée en plus. Ce n'est plus 3 %?",2022-04-20T21:01:40.815934Z, E.Macron
267, 3 % par an.,2022-04-20T21:01:47.723089Z, M.Le Pen
268," Ce n'est pas du tout ce que vous avez financé... J'espère qu'on pourra parler du financement des projets. Les 600 milliards d'euros de dette, on peut la refaire 10 fois... C'est de la dette covid. Ca a aidé nos compatriotes. Ca nous a permis de maintenir l'école ouverte. Pour beaucoup de quartiers de la République, quand les parents allaient faire tourner l'économie... Ce sont ceux qui font partie des corvées, des grandes difficultés de notre République... Si nous n'avions pas rouvert l'école, grâce aux enseignants, et je sais combien vous étiez opposée à cette mesure, nous n'aurions pas permis à ces enfants d'avoir une année correcte. Quand je regarde les choses... Nous venons de vivre une pandémie comme jamais nous n'en avions connu dans le siècle. On a permis de continuer à former nos enfants et nos adolescents. Quand je regarde les résultats, on a évité des drames, comme on a pu en voir aux Etats-Unis ou dans d'autres pays européens. Certains ont fermé jusqu'à 35 semaines. Moi, je suis attaché à cette école ouverte, cette école C'est pourquoi les enseignants, contrairement à ce que vous avez dit, feront l'objet d'une revalorisation. Je veux aussi leur donner de la liberté sur le terrain. Je veux reconnaître le fait qu'ils ont besoin d'avoir plus de liberté pour travailler avec les parents d'élèves, les directeurs d'école, celles et ceux qui font le périscolaire. Quand on vient d'un quartier difficile, que les parents n'ont pas de bibliothèque, qu'on n'est pas aidé à la maison... On a beau parler de l'école de la République, l'injustice recommence à 17h chaque jour. Il faut que l'école puisse se réinvestir avec tous les participants.",2022-04-20T21:01:53.482123Z, E.Macron
269," On a l'impression que dans votre vision, tout s'arrête aux grandes villes.",2022-04-20T21:04:09.480406Z, M.Le Pen
270, Pas du tout. Ca vaut aussi pour la ruralité.,2022-04-20T21:04:11.850503Z, E.Macron
271," Mais non! Le dédoublement des classes de primaire, vous l'avez réservé aux quartiers difficiles. Je pense que ça pourrait être une bonne chose...",2022-04-20T21:04:17.475333Z, M.Le Pen
272," Les quartiers pauvres, madame Le Pen.",2022-04-20T21:04:25.480950Z, E.Macron
273," Je propose de l'ouvrir à l'ensemble de la France. Ce serait pour l'ensemble des enfants français, qui fait qu'elle ne remplit plus son rôle. Elle s'effondre dans l'intégralité des classements. Vous avez supprimé les mathématiques avant de les rétablir... Vous êtes confus. Vous avez fait et défait.",2022-04-20T21:04:28.533676Z, M.Le Pen
274, Pas du tout.,2022-04-20T21:04:53.373564Z, E.Macron
275, Ca démontre un problème de vision.,2022-04-20T21:04:54.683293Z, M.Le Pen
276," Un peu de sérieux. Le dédoublement des CP et CE1, vous ne pouvez pas le faire dans la France entière. C'est impossible. N'essayez pas d'opposer les villes aux champs. Je vous invite à regarder la ruralité. J'y tiens beaucoup. De la fibre à la réouverture des petites lignes de chemin de fer, nous avons beaucoup fait pour elle.",2022-04-20T21:04:57.479172Z, E.Macron
277, Ce n'est pas le sentiment qu'ils ont.,2022-04-20T21:05:26.895384Z, M.Le Pen
278, Vous jouez sur la peur et le ressentiment.,2022-04-20T21:05:29.481369Z, E.Macron
279, Ils ont le sentiment d'être complètement abandonnés.,2022-04-20T21:05:32.492029Z, M.Le Pen
280, Regardez le nombre d'enfants par classe dans la ruralité. C'est là qu'il est le plus faible. Pourquoi? Parce que j'ai mis fin à la fermeture des classes sans l'accord du maire.,2022-04-20T21:05:37.486275Z, E.Macron
281," Ce n'est pas vrai. Des classes ont continué à fermer. Des écoles aussi. Vous le savez bien. Pour le coup, il y a des millions de gens qui nous écoutent, des millions de gens qui savent qu'une classe a fermé dans l'école de leur petite ville.",2022-04-20T21:05:46.754923Z, M.Le Pen
282," A chaque fois, il y a une consultation avec le maire. Ce n'était pas le cas avant. Je suis attaché à l'école de la République. J'en viens.",2022-04-20T21:06:02.788713Z, E.Macron
283, Moi aussi.,2022-04-20T21:06:12.530607Z, M.Le Pen
284, J'ai été élevé par des enseignants.,2022-04-20T21:06:14.054912Z, E.Macron
285, Vous êtes à peu près parfaits. Je vous félicite sur le chronomètre.,2022-04-20T21:06:17.477404Z, L.Salamé
286," Tout à l'heure, c'était moi.",2022-04-20T21:06:21.170431Z, G.Bouleau
287," Vous avez mes félicitations. On passe à une autre priorité des Français. Vous l'aviez esquissée à l'instant, la question de la sécurité. Ce soir, M.Le Pen, vous garantissez qu'avec vous à la tête de la France, il y aura moins de violences dans la rue? Moins de violences intrafamiliales? Moins de cambriolages? Moins d'homicides?",2022-04-20T21:06:25.483818Z, L.Salamé
288," Bien sûr. Sinon, je ne me présenterais pas pour être présidente. Je considère qu'avec le pouvoir d'achat, la sécurité est l'un des éléments essentiels. C'est une demande légitime des Français. La situation du pays est vraiment très mauvaise. J'essaie de ne pas utiliser d'adjectifs trop catastrophistes. Pourtant, on pourrait. On est confrontés à une vraie barbarie, à un ensauvagement. Partout où je vais, y compris dans la campagne la plus profonde, Ils sont cernés par l'insécurité. Cette situation est très inquiétante. Il faut y apporter des réponses très fermes. Les faits se déroulent partout. On siphonne les voitures. On pille les chantiers ou les exploitations agricoles. On vole parfois les bêtes sur pied ou les engrais. Dès que quelque chose a la moindre valeur, les gens tremblent qu'on le leur retire, qu'on le leur vole, qu'on les brutalise. C'est insupportable. Il faut d'abord régler le problème de l'immigration anarchique et massive. L'immigration anarchique et massive contribue à l'aggravation de l'insécurité dans notre pays. Voilà pourquoi je vais proposer un référendum aux Français. Nous aurons sûrement l'occasion d'en parler. Il vise à changer radicalement la politique d'immigration, pour que les Français décident qui vient, qui se maintient, qui doit partir, pour que l'on fasse respecter la loi, notamment en renvoyant chez eux les clandestins et évidemment les criminels. Il faut aussi de la fermeté. Bien sûr, il faut de la prévention. Dans le domaine de la justice, les Français ont le sentiment que c'est devenu le laxisme le plus total, le laxisme par manque de moyens, il faut bien le dire. Il faut donc réarmer les policiers, d'abord moralement. Je suis pour la présomption de légitime défense. Il faut leur faire confiance. Ils ont beaucoup souffert du mépris de votre gouvernement. Ils ont beaucoup souffert de leurs mises en cause permanentes. Ils ont souffert des doutes que vous avez exprimés à leur égard. Il faut les réarmer moralement. Il faut d'abord les aimer. Il faut leur faire confiance. Il faut rappeler à l'ensemble des Français que c'est grâce à eux que l'on peut vivre en sécurité. Il faut être beaucoup plus dur sur les peines. Il faut la certitude de la peine. Il faut arrêter avec les aménagements de peine. Grâce à monsieur Dupond-Moretti, grâce à madame Taubira avant lui, avant 1 an de prison ferme, vous avez des peines aménagées. Les aménagements de peine... J'ai été avocate. C'est considéré par les délinquants comme de l'impunité totale. Si la peine, c'est de porter un bracelet, aller pointer au commissariat, c'est comme si on ne faisait rien. Il faut revenir à la certitude de la peine. C'est mieux de mettre une petite peine de 5 jours, de 15 jours, une peine effectuée, plutôt qu'une peine d'un an qu'on n'effectue pas. Ils font cela et c'est très bien. Il faut à tout prix que l'on s'attaque aux atteintes à l'intégrité physique. On ne peut plus accepter, dans notre pays, que pour un oui ou un non, on vous blesse, on vous violente, on vous saute sur la tête, on cherche à vous assassiner. Je veux que l'on stoppe les aménagements de peine pour toutes les peines de plus de 6 mois ferme quand il s'agit de l'intégrité physique. Tout ça n'est possible, et j'en termine rapidement, même si j'ai d'autres choses à dire à ce sujet, que si on construit des places de prison. Beaucoup de magistrats ne peuvent pas décréter une peine alors qu'ils savent pertinemment qu'elle ne sera pas appliquée. C'est encore une fois très nocif. Il faut donc construire des places de prison, 25 000, qui sont nécessaires.",2022-04-20T21:06:51.536822Z, M.Le Pen
289," Je vous pose la même question, E.Macron. En 2027, si vous êtes réélu, il y aura moins de violences, moins de délinquance, moins de criminalité dans ce pays? Vous vous y engagez?",2022-04-20T21:11:53.495380Z, G.Bouleau
290, C'est difficile de répondre non à votre question telle qu'elle est formulée. C'est évident que je m'y engage.,2022-04-20T21:12:10.345840Z, E.Macron
291, Quels moyens allez-vous déployer pour ce faire?,2022-04-20T21:12:20.269365Z, G.Bouleau
292," Je vais y venir. Aujourd'hui, j'ai en mémoire ce qui s'est passé il y a 5 ans, lorsque nous débattions dans un autre format, avant le 1er tour... Un policier était tombé. Il faut penser à nos policiers chaque jour. Il ne faut pas les abandonner dès qu'il y a un coup de grisou, comme vous l'avez fait il y a quelques jours, lorsque vous avez parlé d'un policier de monsieur Darmanin, alors qu'il y a eu un incident dans l'un de vos meetings...",2022-04-20T21:12:25.486223Z, E.Macron
293, Vous ne leur ferez pas croire ça.,2022-04-20T21:13:05.495009Z, M.Le Pen
294," Moi, j'ai tenu mes engagements. 10 000 postes de policiers et de gendarmes ont été créés. Pourquoi? On ne fait pas de la sécurité avec des mots, des mentons serrés, des postures. On le fait avec des moyens. Ces gendarmes et ces policiers sont maintenant sur le terrain. Leur sortie de l'école s'est faite il y a quelques mois. A côté de ça, on a augmenté les moyens de la justice de 30 % ces dernières années. Nous sommes maintenant à 9000 magistrats. Les moyens sont là. Il y a des résultats. La délinquance sur les biens a fortement diminué. Les chiffres sont là. C'est le fruit de l'implication de nos policiers, de nos services de renseignement. Il y a aussi des résultats dans la lutte contre le terrorisme. Je salue ce qu'ont fait l'ensemble des services. Une trentaine d'attentats ont été déjoués. Vous n'en avez pas parlé du tout. Ca ne veut pas dire que le sujet s'est éclipsé. C'est un sujet sur lequel nous avons fortement augmenté les moyens, l'organisation collective. Il y a 4 choses que je veux isoler, des choses sur lesquelles je veux agir. Premièrement, les féminicides. Si les chiffres des violences aux personnes augmentent, c'est à plus de 80 % des violences faites aux femmes. Il y a eu la fin de l'omerta. J'en suis fier.",2022-04-20T21:13:06.147964Z, E.Macron
295, Ce n'est pas vrai du tout.,2022-04-20T21:14:30.885233Z, M.Le Pen
296, Je ne vous ai pas interrompue.,2022-04-20T21:14:33.493521Z, E.Macron
297, Les violences commises dans la rue de manière gratuite... Il y a une agression toutes les 44 secondes.,2022-04-20T21:14:35.871750Z, M.Le Pen
298, De la courtoisie...,2022-04-20T21:14:43.672885Z, E.Macron
299, Il y a des victimes derrière ça.,2022-04-20T21:14:45.407165Z, M.Le Pen
300, Je parle des féminicides. Ce sont des victimes qui sont aussi louables que celles,2022-04-20T21:14:49.491963Z, E.Macron
301, Ce n'est pas le sujet.,2022-04-20T21:14:57.498737Z, M.Le Pen
302," A 80 %, les chiffres qu'il y a derrière cette augmentation, ce sont les violences Ca n'enlève pas les autres. Toutes ces vies sont importantes. Ne relativisez pas ce que je dis.",2022-04-20T21:14:58.801157Z, E.Macron
303, Ce n'est pas ce que je fais. Les résultats ne sont pas très bons.,2022-04-20T21:15:11.089900Z, M.Le Pen
304," La parole s'est libérée. On a formé les policiers et les gendarmes. Je ne fais pas de politique consistant à cacher la poussière sous le tapis. On a formé, on a investi. Les associations ont fait un travail formidable avec nous. Il faut aller au bout de cette lutte. Il faut y aller avec la police et la justice. On a mis en place les bracelets. On a mis en place des mesures pour isoler et éloigner les conjoints violents. Pour moi, c'est une priorité. La 2e, c'est la ruralité. Grâce aux moyens que nous avons dégagés, grâce aux réformes que nous avons faites, en particulier sur le temps de travail, grâce à la loi d'orientation et de programmation du ministère de l'Intérieur, on pourra créer 200 brigades de gendarmerie dans nos campagnes. Face à cette violence du quotidien, ce retour de la sécurité, ces brigades auront un rôle de stabilisation, notamment la lutte contre les stupéfiants, qui doit demeurer une priorité. Elles doivent aussi lutter contre les insécurités du quotidien. La 3e chose, dont vous n'avez pas du tout parlé, c'est le cyber. Beaucoup des risques, de l'insécurité, ça va être des attaques cyber contre les services publics... Les terroristes et les rançonneurs utiliseront de plus en plus ces moyens. Je veux créer le cadre législatif pour le faire et les moyens en mettant 1500 cyberpatrouilleurs qui vont permettre de répondre vite, de protéger. On sait le faire parce qu'on a une agence nationale. Mais il faut déployer les moyens. C'est une vraie révolution en termes de sécurité. Le dernier point, c'est la justice. Je ne partage pas votre point de vue sur les très courtes peines. Mettre un délinquant léger dans une prison où il va fréquenter des délinquants plus lourds, c'est une absurdité. Il faut avoir des moyens pour les mineurs. On a fait une ordonnance pour permettre à la justice de passer plus vite. Il peut y avoir des travaux d'intérêt général sous contrôle, pour ces petits délinquants en particulier. Quand on regarde les trajectoires, Surtout, il faut donner les moyens à la justice d'agir, de passer. Au-delà des 30 % de créations de postes... Je veux aller au bout des Etats généraux de la justice qui permettront de réaliser beaucoup de choses, qui permettront de dégager du temps pour nos magistrats. Je veux mettre en place 8500 postes supplémentaires. Il y a une situation insupportable pour nos compatriotes: le sentiment d'impunité, quand la décision de justice n'est pas assez rapide. On a commencé à le faire avec les délégués du procureur, sur le terrain, avec cette justice de proximité. Il faut aller plus vite et plus fort.",2022-04-20T21:15:14.807994Z, E.Macron
305," Vous avez développé l'un et l'autre vos programmes. Vous me regardez, M.Le Pen. Vous avez eu 5 minutes chacun pour développer l'ensemble...",2022-04-20T21:18:41.469831Z, L.Salamé
306," C'est un peu court, quand même.",2022-04-20T21:18:50.329668Z, M.Le Pen
307, On a une question sur la laicité.,2022-04-20T21:18:50.566954Z, L.Salamé
308, On est beaucoup plus disciplinés qu'il y a 5 ans.,2022-04-20T21:18:52.014061Z, E.Macron
309, On vieillit.,2022-04-20T21:18:57.715869Z, M.Le Pen
310," Je serai respectueux à votre égard. Moi, j'ai peur que ça se voie beaucoup.",2022-04-20T21:18:58.139654Z, E.Macron
311," La laicité est une question importante. C'est un point important de votre programme, Question à tous les 2. Question simple. Si vous êtes élue ou réélu, changerez-vous les règles qui régissent le port des signes religieux dans l'espace public? Une femme pourra-t-elle porter le voile dans la rue ou dans le métro ou ce sera interdit?",2022-04-20T21:19:05.525450Z, L.Salamé
312," Permettez-moi d'essayer de sortir de sujets qui ont passionné les médias dans les derniers jours, mais qui ne sont qu'une partie d'un tout. Je souhaite lutter contre l'islamisme. Contrairement à ce que vous dites, je n'ai pas oublié qu'il y a des terroristes, des islamistes. Le risque terroriste est toujours extrêmement présent. Il y a eu toute une série d'attentats terroristes, désolée de le dire, qui ont été des attentats terroristes individuels. Mais c'étaient des attentats terroristes. Il y a un islamisme dans notre pays dont je pense que la politique que vous avez menée contre lui n'est pas efficace. Je pense qu'il faut mettre en oeuvre une loi de lutte contre l'idéologie islamiste. Je le répète: je ne lutte pas contre une religion, contre l'islam, qui est une religion qui a toute sa place. Je lutte contre l'idéologie islamiste, qui s'attaque aux fondements de notre République, à l'égalité hommes-femmes, à la laicité, à la démocratie et qui cherche à imposer une loi religieuse qui s'appelle la charia. Je pense que cet islamisme doit être combattu par une République fière d'elle-même, pas une République honteuse. Par exemple, je note qu'il y a 4500 étrangers qui sont inscrits aux fichiers du FSPRT, le fichier qui réunit les radicalisés. Ceux-là devraient être expulsés. Il faut les expulser parce qu'il faut protéger nos compatriotes. Il faut fermer les 570 mosquées radicales. Il ne faut pas se contenter d'une charte de la laicité mise en oeuvre. Mais ceux qui refusent de la signer peuvent continuer à oeuvrer, à recruter, à prêcher, à chercher des financements. Nous ne sommes pas assez fermes sur ce sujet parce que le gouvernement actuel ne prend pas la mesure de la gravité de l'islamisme dans notre pays.",2022-04-20T21:19:34.435858Z, M.Le Pen
313, Vous n'avez pas répondu à ma question sur les signes religieux. Allez-vous changer la loi?,2022-04-20T21:22:01.474122Z, L.Salamé
314," Je suis pour l'interdiction du voile dans l'espace public. Je l'ai dit de la manière la plus claire. Je pense que le voile est un uniforme imposé par les islamistes. Une grande partie des jeunes femmes qui le mettent ne peuvent pas faire autrement, même si elles n'osent pas le dire. Celles qui ne le mettent pas témoignent du fait qu'elles sont isolées, insultées, mises de côté et accusées d'être impures. C'est ça, je crois. Cette situation n'est pas admissible dans notre pays. Il faut libérer l'ensemble de ces femmes, faire reculer les islamistes. Pour cela, il faut interdire le voile dans l'espace public.",2022-04-20T21:22:06.249582Z, M.Le Pen
315," E.Macron, que ferez-vous, si vous êtes réélu, concernant le port du voile dans l'espace public? Resterez-vous dans le statu quo présent ou changerez-vous la loi?",2022-04-20T21:22:54.688076Z, G.Bouleau
316," Vous faites une démonstration avec beaucoup de clarté. Ce qui est inquiétant, c'est le chemin qu'elle emprunte. D'une question sur le voile, vous êtes passée au terrorisme pour revenir à l'islamisme et pour aller aux étrangers. Vous créez un système d'équivalence par votre cheminement qui confond tous les problèmes et qui les entretient. La question du voile, c'est la question d'une religion, un signe extérieur religieux. C'est la question du foulard. Je suis pour la loi de 1905. La République est laique. La laicité, ce n'est pas combattre une religion. Avec moi, il n'y aura pas d'interdiction du foulard, de la kippa, de quelque signe religieux dans l'espace public. Le principe d'égalité fait que si vous rentrez dans cette logique, vous interdirez tous les signes religieux J'ai lu la Constitution française. Les lois que vous prendrez, même si vous étiez élue, ce que je ne souhaite pas, évidemment, devront respecter une constitution. Les textes fondamentaux, c'est cela: la laicité. C'est un principe de liberté. A l'école, il n'y a pas de voile parce qu'on forme des consciences. Il n'y a aucun signe religieux. Ce n'est pas que le foulard. Tous les signes religieux sont proscrits. On forme des consciences, des citoyens en devenir. Dans les services publics, il y a une neutralité absolue. Par contre, dans la cité, vous allez créer la guerre civile.",2022-04-20T21:23:05.368512Z, E.Macron
317," C'est grave, ce que vous dites.",2022-04-20T21:24:41.492062Z, M.Le Pen
318, Ce que vous proposez est très grave.,2022-04-20T21:24:43.633262Z, E.Macron
319, Les gens n'accepteraient pas de se soumettre à la loi?,2022-04-20T21:24:46.570273Z, M.Le Pen
320, Ce que vous dites est très grave.,2022-04-20T21:24:49.791439Z, E.Macron
321, Je trouve que c'est vous qui... Vous considérez par anticipation qu'il y a un certain nombre de personnes qui refuseraient d'appliquer la loi.,2022-04-20T21:24:51.931761Z, M.Le Pen
322," Je suis en train de vous dire que la France, patrie des Lumières, de l'universel, serait le 1er pays au monde à interdire les signes religieux dans l'espace public. C'est ce que vous proposez. Ca n'a aucun sens. Ce n'est pas le respect de nos valeurs. Ce sera même infaisable.",2022-04-20T21:25:02.141354Z, E.Macron
323," Nous avons été le 1er pays au monde à mettre en place beaucoup de lois, vous savez.",2022-04-20T21:25:29.474713Z, M.Le Pen
324, C'est une loi de rejet. Vous confondez 2 choses.,2022-04-20T21:25:32.516909Z, E.Macron
325, Vous oubliez ce que vous avez dit sur le voile il y a quelques années?,2022-04-20T21:25:37.475965Z, M.Le Pen
326," Je suis fidèle à tout ce que j'ai toujours Madame Le Pen, ce n'est pas la France de l'universalisme, ce que vous proposez. Combien de policiers et gendarmes iront courir après un voile, une kippa, un signe religieux?",2022-04-20T21:25:40.493575Z, E.Macron
327, Autant que ceux qui ont couru après un masque.,2022-04-20T21:25:54.125517Z, M.Le Pen
328," Ce n'est pas sérieux. C'est mon 1er point, sur le foulard.",2022-04-20T21:25:56.817715Z, E.Macron
329, Nous avons incontestablement une divergence.,2022-04-20T21:26:01.483080Z, M.Le Pen
330, Très clairement. Ce que vous proposez est une trahison de l'esprit français et de la République.,2022-04-20T21:26:04.286607Z, E.Macron
331, C'est au contraire la défense de la République et de la France.,2022-04-20T21:26:09.692522Z, M.Le Pen
332, Il ne faut pas confondre avec le combat contre l'islamisme. Il y a des millions de compatriotes dont la religion est l'islam. Ils veulent vivre très tranquillement.,2022-04-20T21:26:13.451431Z, E.Macron
333, Je l'ai dit.,2022-04-20T21:26:21.394616Z, M.Le Pen
